,poet,poem,dynasty,setiments,title,arousal
3481,宋祁,新年十日逢春日|紫禁千觞献寿觞|寰海欢心共萌达|皇家庆祚与天长,宋,"{'holistic': '5', 'line1': '4', 'line2': '5', 'line3': '5', 'line4': '5'}",春帖子词夫人阁十首,
3482,朱淑真,烈日如焚正藴隆|黑云载雨泻长空|搜龙霹雳一声歇|庭竹潇潇来好风,宋,"{'holistic': '4', 'line1': '2', 'line2': '3', 'line3': '3', 'line4': '4'}",夏雨生凉三首,
3483,陈与义,自接曲生蓬户外|便呼伯雅竹床头|真逢幼妇著黄绢|直遣从事到青州,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",季高送酒,
3484,李商隐,虏骑胡兵一战摧|万灵回首贺轩台|天教李令心如日|可要昭陵石马来,唐,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}",复京,
3485,李商隐,月色灯光满帝都|香车宝辇隘通衢|身闲不睹中兴盛|羞逐乡人赛紫姑,唐,"{'holistic': '2', 'line1': '4', 'line2': '4', 'line3': '2', 'line4': '2'}",正月十五夜闻京有灯恨不得观,
3486,陈师道,攒眉敛目抵风沙|暗度城西十里花|历肆侧听长短句|缘溪斜著两三家,宋,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '3', 'line4': '3'}",西郊二首,
3487,陈师道,月与秋期特地圆|花随人意作春妍|却因姊弟争珠凤|更欲君王意外怜,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '3', 'line4': '3'}",拟汉宫词三首,
3488,白玉蟾,凝神爽气炼金丹|七返从来有七还|昨夜一声雷霹雳|不知人已在泥丸,宋,"{'holistic': '3', 'line1': '4', 'line2': '3', 'line3': '3', 'line4': '3'}",赠云谷孔全道,
3489,程炎子,南山水乐洞|窈窈白云深|满耳笙歌者|谁能一洗心,宋,"{'holistic': '3', 'line1': '3', 'line2': '4', 'line3': '3', 'line4': '2'}",水乐洞,
3490,张耒,忽忽新冬无一旬|自怜憔悴楚江滨|满前魑魅何曾禦|尚愧无功作逐臣,宋,"{'holistic': '2', 'line1': '3', 'line2': '1', 'line3': '2', 'line4': '2'}",冬日,
3491,韩淲,宜油宜醤复宜葱|熟炒堆盘放筯空|应怪辛勤营一饱|幽人元自有家风,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '3', 'line4': '3'}",苦益菜,
3492,白居易,远壁秋声虫络丝|入檐新影月低眉|床帷半故帘旌断|仍是初寒欲夜时,唐,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",旧房,
3493,文天祥,戴星欲赴野人家|曙色纷纷路愈赊|仓卒只从山半住|颓垣上有白云遮,宋,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '2', 'line4': '2'}",至扬州,
3494,范成大,千里移根自海隅|风颿破浪走天吴|散花忽到毘耶室|似欲横机试病夫,宋,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '2', 'line4': '2'}",次王正之提刑韵谢袁起岩知府送末利二槛,
3495,陆游,梅花欲动梦魂狂|橙子闲搓指爪香|莫怪草堂清到骨|一梳残月伴新霜,宋,"{'holistic': '4', 'line1': '2', 'line2': '4', 'line3': '3', 'line4': '4'}",霜夜三首,
3496,文天祥,长啸下荆门|胡行速如鬼|门户无人持|社稷堪流涕,宋,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '2'}",荆湖诸戍第六,
3497,陆游,整书拂几当闲嬉|时取曾孙竹马骑|故故小劳君会否|户枢流水即吾师,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '3', 'line4': '4'}",书意三首,
3498,元好问,苦才多思是春风|偏近骚人怅望中|啼尽杜鹃枝上血|海棠明日更应红,元,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '2', 'line4': '2'}",俳体雪香亭杂咏十二首,
3499,陈师道,月落霜严自靓妆|北风工为发清香|晚英数点辞林去|幽独无人为断肠,宋,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '1'}",梅花七绝,
3500,晁补之,朝云暮雨山头宅|暖日晴风陌上花|绛幕何妨行缓缓|送春归尽妾还家,宋,"{'holistic': '4', 'line1': '3', 'line2': '4', 'line3': '3', 'line4': '3'}",陌上花八首,
3501,赵蕃,含笑初无巧笑容|未知名字复谁从|尔今顾有嫣然状|不笑春风却笑冬,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '3'}",祝君适中折所居南山岩花二种曰玉梅曰含笑者为况名乃适中自制人鲜知之题五绝以广焉,
3502,徐贲,红衣穿小与身宜|对镜娇痴学画眉|怜爱莫教看作女|慰人犹胜似无儿,元,"{'holistic': '5', 'line1': '5', 'line2': '4', 'line3': '4', 'line4': '5'}",赠高季迪幼女定儿,
3503,佘翔,莫愁貌如花|生长长干里|嫁与逺游郎|愁风复愁水,明,"{'holistic': '2', 'line1': '4', 'line2': '3', 'line3': '3', 'line4': '1'}",长干行,
3504,杨万里,出墙那得丈高鸡|只露红冠隔锦衣|却是吴儿工料事|会稽真个不能啼,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",宿花斜桥见鸡冠花二首,
3505,朱淑真,天与娇娆缀作花|更于枝上散馀霞|少陵漫道多诗兴|不得当时一句誇,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '3'}",海棠,
3506,文天祥,便当缟素驾戎车|畏贼何当畏虎如|看取摘星楼咫尺|可怜城下哭包胥,宋,"{'holistic': '1', 'line1': '2', 'line2': '1', 'line3': '3', 'line4': '1'}",扬州地分官,
3507,罗隐,废宫荒苑莫闲愁|成败终须要彻头|一种风流一种死|朝歌争得似扬州,唐,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '2', 'line4': '3'}",江北,
3508,杨万里,晓思欢欣晚思愁|绕篱萦架太娇柔|木犀未发芙蓉落|买断西风恣意秋,宋,"{'holistic': '2', 'line1': '2', 'line2': '3', 'line3': '2', 'line4': '2'}",牵牛花三首,
3509,文彦博,诗缘大雅成歌倾|器自良工得范模|珍重星郎为寿意|更从兰省辍薰炉,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '3', 'line4': '3'}",谢运使陈金部生日惠绣寿仙香炉合依韵和二绝句,
3510,黄庭坚,死者已死黄雾中|三事不数两苏公|岂谓高才难驾御|空归万里白头翁,宋,"{'holistic': '1', 'line1': '1', 'line2': '3', 'line3': '3', 'line4': '1'}",病起荆江亭即事十首,
3511,霍与瑕,鸣桡过瑞洪|微月下西岛|别有泛湖歌|歌声良自好,明,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '3', 'line4': '4'}",瑞洪,
3512,柯九思,尺五城南瑞霭浮|曾陪玉辂祀圜丘|太平礼乐逢昌运|亲见嘉禾屡有秋,元,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '5', 'line4': '4'}",酬陆友仁城南杂诗十首,
3513,陆游,吴牛啮草卧斜阳|乌臼青红未饱霜|急趁路乾来寓目|十分闲事却成忙,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}",雨过行视舍北菜圃因望北村久之二首,
3514,洪刍,老屋疏窗窈窕深|铺松缚竹作清阴|数竿风筱天然笑|惟有此君知我心,宋,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '4'}",局中即事用壁间韵,
3515,蒋超伯,慧福牡丹开正浓|新妆笑靥媚春风|楸花亦好无人爱|两树亭亭夕照中,淸,"{'holistic': '4', 'line1': '4', 'line2': '5', 'line3': '2', 'line4': '4'}",与羲初慧福寺看牡丹,
3516,刘子翚,圣君尝胆愤艰难|双跸无因日问安|汉节凋零胡地阔|北州何处是通汗,宋,"{'holistic': '1', 'line1': '1', 'line2': '2', 'line3': '1', 'line4': '2'}",汴京纪事二十首,
3517,欧阳修,清谈终日对清樽|不似崇高富贵身|已有山川资胜赏|更将风月醉嘉宾,宋,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '4'}",休逸台,
3518,曾巩,将家须向习池游|难放西湖十顷秋|从此七桥风与月|梦魂长到木兰舟,宋,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '3', 'line4': '2'}",离齐州后五首,
3519,方回,楚词兰有晦翁注|模写真容本陆玑|不待花开著囊贮|紫茎绿叶可熏衣,宋,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '4'}",秋日古兰花十首,
3520,杨宾,山海关前日色昏|风尘况复暗乾坤|不堪更上悽惶岭|双袖横流血泪痕,淸,"{'holistic': '1', 'line1': '3', 'line2': '2', 'line3': '1', 'line4': '1'}",悽惶岭,
3521,陈与义,万里江湖憔悴身|鼕鼕街鼓不饶人|只愁一夜梅花老|看到天明付与春,宋,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '2', 'line4': '4'}",除夜二首,
3522,苏辙,秋蔬旧采决明花|三嗅馨香每叹嗟|西寺衲僧并食叶|因君说与故人家,宋,"{'holistic': '3', 'line1': '3', 'line2': '2', 'line3': '3', 'line4': '3'}",蜀人旧食决明花耳颍川夏秋少菜崇宁老僧教人并食其叶有乡人西归使为父老言之戏作,
3523,黄庭坚,偶思暖老庖玄鲫|公遣霜鳞贯柳来|虀臼方看金作屑|鲙盘已见雪成堆,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",谢荣绪惠贶鲜鲫,
3524,夏竦,芳园踏草迎嘉节|紫掖鸣环奉鞠衣|渥惠日新鸿庆远|永隆徽序耀层闱,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '5'}",淑妃阁端午帖子,
3525,韩愈,墙下春渠入禁沟|渠冰初破满渠浮|凤池近日长先暖|流到池时更不流,唐,"{'holistic': '4', 'line1': '3', 'line2': '4', 'line3': '4', 'line4': '3'}",早春与张十八博士籍游杨尚书林亭寄第三阁老兼呈白冯二阁老,
3526,葛胜仲,幻界当年暂陆沈|聊凭剪綵结知音|清贫虽乏生前米|飞裂还多死后金,宋,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '2'}",题龙兴寺颜鲁公祠二首,
3527,姜夔,沙河云合无行处|惆怅来逰路已迷|却入静坊灯火空|门门相似列蛾眉,宋,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '2', 'line4': '3'}",灯词四首,
3528,刘克庄,汗血名驹白玉鞭|本初父子喜华鲜|只今无复狂游侣|自卸馿鞍古店前,宋,"{'holistic': '2', 'line1': '3', 'line2': '4', 'line3': '2', 'line4': '2'}",同郑君瑞出濑溪即事十首,
3529,苏轼,水光潋滟晴方好|山色空濛雨亦奇|若把西湖比西子|淡妆浓抹总相宜,宋,"{'holistic': '5', 'line1': '4', 'line2': '4', 'line3': '3', 'line4': '5'}",饮湖上初晴后雨二首,
3530,陈献章,影翳山楼痰吐夜|寒生老屋病交秋|渡中短纸谁封附|逺大为词解我忧,明,"{'holistic': '1', 'line1': '1', 'line2': '1', 'line3': '2', 'line4': '3'}",哭景旸,
3531,刘克庄,荒苔野蔓上篱笆|客至多疑不在家|病眼看人殊草草|隔林迢递见梅花,宋,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '1', 'line4': '2'}",岁晚书事十首,
3532,戴复古,自笑诗人多好酒|君能不饮任樽空|劝君莫倚醒醒眼|却笑傍人醉面红,宋,"{'holistic': '4', 'line1': '4', 'line2': '3', 'line3': '3', 'line4': '4'}",次韵谷口郑东子见寄,
3533,陈子良,金谷多欢宴|佳丽正芳菲|流霞席上满|回雪掌中飞,唐,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}",赋得妓,
3534,屈大均,邯郸公子善娱宾|玉貌樽前映塞春|欲得荆轲捐七尺|祗须宝马与佳人,明,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",戏赠邯郸少年,
3535,赵希逢,歌声娇带晓莺啼|何处糟糠更有妻|脉脉寸心和酒闷|明朝还恐两东西,宋,"{'holistic': '2', 'line1': '4', 'line2': '2', 'line3': '2', 'line4': '2'}",和新市杂咏,
3536,陆游,社雨霏霏湿杏花|农家分喜到州家|苍鹅戏处塘初满|黄犊归时日欲斜,宋,"{'holistic': '5', 'line1': '4', 'line2': '5', 'line3': '5', 'line4': '4'}",社日小饮二首,
3537,辛弃疾,道言不死真成妄|佛语无生更转诬|要识死生真道理|须凭邹鲁圣人儒,宋,"{'holistic': '3', 'line1': '2', 'line2': '2', 'line3': '3', 'line4': '3'}",读语孟二首,
3538,司马光,取醉非无酒|忘忧亦有花|暂来疑是客|归去不成家,宋,"{'holistic': '2', 'line1': '3', 'line2': '4', 'line3': '3', 'line4': '2'}",初夏独游南园二首,
3539,宋祁,春香摇曳夏阴繁|蹊曲愔愔静可攀|不是仙园三食罢|何缘灵核到人间,宋,"{'holistic': '3', 'line1': '4', 'line2': '4', 'line3': '3', 'line4': '3'}",桃,
3540,苏轼,清献先生无一钱|故应琴鹤是家传|谁知默鼓无弦曲|时向珠宫舞幻仙,宋,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '4'}",题李伯时画《赵景仁琴鹤图》二首,
3541,陈师道,截水无留影|哀空有断羣|翅开先作字|行断不成文,宋,"{'holistic': '1', 'line1': '3', 'line2': '1', 'line3': '2', 'line4': '1'}",雁二首,
3542,沈括,双峰秀出两眉弯|翠黛依然监影间|终日含颦缘底事|祗应长对望夫山,宋,"{'holistic': '4', 'line1': '4', 'line2': '3', 'line3': '4', 'line4': '3'}",峨眉亭,
3543,柳贯,旧闻双井团茶美|近爱麻姑乳酒香|不到洪都领佳绝|吟诗真负九回肠,元,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}",洪州歌六首,
3544,陈兑,两受君恩辞魏阙|重寻乡路入嘉州|延祥观是扬雄宅|好住玄门第一流,宋,"{'holistic': '4', 'line1': '4', 'line2': '3', 'line3': '3', 'line4': '4'}",延祥观,
3545,贾岛,长川几处树青青|孤驿危楼对翠屏|一自上皇惆怅后|至今来往马蹄腥,唐,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '2', 'line4': '2'}",马嵬,
3546,黄庭坚,赤栏终日倚西风|山色挼蓝小雨中|将老鬓毛秋著木|相思亲旧水连空,宋,"{'holistic': '1', 'line1': '3', 'line2': '3', 'line3': '1', 'line4': '1'}",和李才甫先辈快阁五首,
3547,孟浩然,侧听弦歌宰|文书游夏徒|故园欣赏竹|为邑幸来苏,唐,"{'holistic': '4', 'line1': '4', 'line2': '3', 'line3': '4', 'line4': '4'}",同卢明府早秋宴张郎中海亭,
3548,黄裳,云中人作四星看|十二光阴一箭寒|吉事有祥戎事静|溪山赢得倚栏干,宋,"{'holistic': '4', 'line1': '4', 'line2': '3', 'line3': '3', 'line4': '4'}",鼓角楼初成,
3549,武元衡,红烛芳筵惜夜分|歌楼管咽思难闻|早知怨别人间世|不下青山老白云,唐,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '2', 'line4': '3'}",重送白将军,
3550,刘克庄,绝爱墙阴橘|花开满院香|邻人欺不在|稍觉北枝伤,宋,"{'holistic': '2', 'line1': '5', 'line2': '4', 'line3': '3', 'line4': '2'}",乍归九首,
3551,李涉,人无回意似波澜|琴有离声为一弹|纵使空门再相见|还如秋月水中看,唐,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '3'}",送妻入道,
3552,张孝祥,中兴人物数诸公|遗墨凄然野寺中|欲访英灵无处所|独搔蓬鬓立西风,宋,"{'holistic': '2', 'line1': '3', 'line2': '1', 'line3': '2', 'line4': '2'}",丰城观音院有胡明仲范伯达汪彦章诸公题字,
3553,王令,唐室无臣覆手移|坐看悍媪制庸儿|思量可惜当年死|却是西来问鼎师,宋,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '2', 'line4': '2'}",题天长县苏太尉庙,
3554,王安石,埋没残碑草自春|旋风时出地中尘|墦间夜半分珠玉|犹是当时乞祭人,宋,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '3', 'line4': '2'}",破冢二首,
3555,张萱,飙轮羽驾拥云璈|不数当年度索桃|福寿筵中歌一曲|天南春暖鹤飞高,明,"{'holistic': '4', 'line1': '4', 'line2': '3', 'line3': '4', 'line4': '4'}",福寿图九咏代九邑令公寿鲍瞻鲁同府,
3556,赵希逢,片片臙脂缬地毛|对花醉脸上红潮|樽前笑指人人看|好与香腮一样娇,宋,"{'holistic': '4', 'line1': '3', 'line2': '4', 'line3': '4', 'line4': '4'}",和春闺落花,
3557,陆游,老僧八十无童子|礼佛看经总不能|双手丫叉出迎客|自称六十六年僧,宋,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '4'}",冬晴与子坦子聿游湖上六首,
3558,杨万里,诗人长怨没诗材|天遣斜风细雨来|领了诗材还又怨|问天风雨几时开,宋,"{'holistic': '2', 'line1': '2', 'line2': '3', 'line3': '2', 'line4': '2'}",瓦店雨作四首,
3559,黄庭坚,甓社湖中有明月|淮南草木借光辉|故应剖蚌登王府|不若行沙弄夕霏,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '3', 'line4': '4'}",呈外舅孙莘老二首,
3560,杨万里,不到蓬莱又几时|凉花渐盛暑花稀|我来不是忘归去|忘却来时况道归,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",访蓬莱老人,
3561,王安石,白云山顶病禅师|昔日公卿各赠诗|行尽四方年八十|却归荒寺有谁知,宋,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '2'}",戏赠育王虚白长老,
3562,范成大,拙疎何计补涓埃|惭愧双旌去复来|三过溪门今老矣|病无脚力更登台,宋,"{'holistic': '1', 'line1': '2', 'line2': '1', 'line3': '2', 'line4': '1'}",乾道己丑守括被召再过钓台自和十年前小诗刻之柱间后五年自西掖帅桂林癸巳元日雪晴复过之再用旧韵三绝,
3563,杨万里,病身谁伴亦谁怜|赢得昏昏几觉眠|睡起不知身是病|踞床看尽水沉烟,宋,"{'holistic': '2', 'line1': '1', 'line2': '2', 'line3': '2', 'line4': '2'}",再病书怀呈仲良四首,
3564,张耒,日惨东风正怒号|小园寂寂闭蓬蒿|可能春色如人事|独发玄都观里桃,宋,"{'holistic': '2', 'line1': '1', 'line2': '2', 'line3': '2', 'line4': '2'}",二月二十一日东园桃李未开有感二首,
3565,邓云霄,醉来万事不关情|颇爱盘堆雪脍清|秋爽自宜尝俊味|朝餐兼得解馀酲,明,"{'holistic': '4', 'line1': '3', 'line2': '4', 'line3': '4', 'line4': '3'}",霜降日砍脍作三首,
3566,郑谷,危根瘦尽耸孤峰|珍重江僧好笔踪|得向游人多处画|却胜涧底作真松,唐,"{'holistic': '4', 'line1': '3', 'line2': '4', 'line3': '3', 'line4': '4'}",传经院壁画松,
3567,杨万里,莫言下岭便无难|赚得行人错喜欢|政入万山围子里|一山放出一山拦,宋,"{'holistic': '3', 'line1': '3', 'line2': '2', 'line3': '3', 'line4': '3'}",过松源晨炊漆公店六首,
3568,汪元量,南朝千古伤心事|每阅陈编泪满襟|我更伤心成野史|人看野史更伤心,宋,"{'holistic': '1', 'line1': '1', 'line2': '1', 'line3': '1', 'line4': '1'}",答林石田,
3569,林兆龙,寿诗竞进祝冈陵|五老三神果可徵|巴语幸邀青眼顾|龙门百尺若荣登,淸,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}",曹仁宪谨荣寿七言截句,
3570,方回,万古未来事|先天逆已知|卦中无不有|却要后天推,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",后天易吟三十首,
3571,司马光,圆小香黄珠颗垂|结成洛邑重霜时|相公和气陶羣物|不是寒温变土宜,宋,"{'holistic': '4', 'line1': '4', 'line2': '3', 'line3': '4', 'line4': '3'}",席君从于洛城种金橘今秋始结六实以其四献开府太师招三客以赏之留守相公时赋诗以纪奇事光窃不自揆輙依高韵继成五章,
3572,宋祁,北平心计尽红牙|五日雕鞍暮到家|林下觅春春已晚|绿杨枝暗不通鸦,宋,"{'holistic': '2', 'line1': '2', 'line2': '3', 'line3': '2', 'line4': '2'}",和晏太尉西园晚春,
3573,李之仪,数亩田荒积渐耕|常忧坝损害垂成|传闻赵魏推盟主|便觉如云照眼明,宋,"{'holistic': '4', 'line1': '2', 'line2': '2', 'line3': '4', 'line4': '4'}",路西田舍示虞孙小诗二十四首,
3574,苏轼,此生归路愈茫然|无数青山水拍天|犹有小船来卖饼|喜闻墟落在山前,宋,"{'holistic': '4', 'line1': '2', 'line2': '3', 'line3': '3', 'line4': '4'}",慈湖夹阻风五首,
